Course Name,University,University Type,Degree Type,Duration,Language,Course Code,Course Area,Website
Medical Biotechnology,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://corsi.unibo.it/2cycle/MedicalBiotechnology
Medical Biotechnology,University of Eastern Piedmont,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://scuolamed.uniupo.it/it/didattica/corsi-di-laurea
Medical Biotechnology and Molecular Medicine,University of Milan,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://medicalbiotechnology.cdl.unimi.it/en
Medical Engineering,University of Bergamo,Public,Masters,2,EN,LM-21 R,Biomedical Engineering,https://ls-mede.unibg.it/en
Medical-Pharmaceutical Biotechnology,University of Genoa,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://corsi.unige.it/en/corsi/11922
Mediterranean Archaeology,"University of Rome ""La Sapienza""",Public,Masters,2,EN,LM-2 R,Archeology,https://corsidilaurea.uniroma1.it/it/course/33542
Mediterranean Food Science and Technology,University of Palermo,Public,Masters,2,EN,LM-70 R,Food Science and Technology,https://www.unipa.it/dipartimenti/saaf/cds/mediterraneanfoodscienceandtechnology2238
Environmental meteorology and climate physics,University of Trento,Public,Masters,2,EN,LM-17 R,Physics,https://corsi.unitn.it/en/environmental-meteorology-and-climate-physics
Migration Studies and New Societies,University of Milan,Public,Masters,2,EN,LM-90 R,European Studies,https://migrations.cdl.unimi.it/
"Migration, Rights, Integration",University of Palermo,Public,Masters,2,EN,LM-90 R,European Studies,https://www.unipa.it/dipartimenti/di.gi./cds/migrationrightsintegration2320
Mobility Engineering,Polytechnic University of Milan,Public,Masters,2,EN,LM-26 R,Safety Engineering,http://www.ingindinf.polimi.it
Sustainable transportation and smart maritime mobility,IUAV University of Venice,Public,Masters,2,EN,LM-23 R,Civil Engineering,https://www.iuav.it/it/didattica/lauree-magistrali/Sustainable-transportation-and-smart-maritime-mobility
Molecular and Cell Biology,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-6 R,Biology,https://corsi.unibo.it/2cycle/MolecularCellBiology
Molecular and medical biotechnology,University of Verona,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://www.corsi.univr.it/?ent=cs&id=1292
Molecular Biology,University of Padua,Public,Masters,2,EN,LM-6 R,Biology,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3002&cg=scienze
Molecular Biology and Genetics,University of Pavia,Public,Masters,2,EN,LM-6 R,Biology,https://molecularbiologyandgenetics.cdl.unipv.it/en
Molecular Biology of the Cell,University of Milan,Public,Masters,2,EN,LM-6 R,Biology,https://mbc.cdl.unimi.it/en
Molecular Biotechnology,"University of Campania ""Luigi Vanvitelli""",Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",http://www.distabif.unicampania.it/didattica/corsi-di-studio/magistrale-in-lingua-inglese-molecular-biotechnology
Molecular Biotechnology,University of Turin,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://www.molecularbiotechnology.unito.it/do/home.pl
Molecular biotechnology and Bioinformatics,University of Milan,Public,Masters,2,EN,LM-8 R,Industrial biotechnology,https://mbb.cdl.unimi.it/en
Music and Acoustic Engineering,Polytechnic University of Milan,Public,Masters,2,EN,LM-32,Computer Engineering,https://www.suono.polimi.it/
Nanotechnologies for ICTs,Polytechnic University of Turin,Public,Masters,2,EN,LM-29,Electronic Engineering,https://www.polito.it/corsi/37-572
Nanotechnology and physics for sustainability,University of Salerno,Public,Masters,2,EN,LM-17 R,Physics,https://corsi.unisa.it/nanotechnology-and-physics-for-sustainability
Neurobiology,University of Pavia,Public,Masters,2,EN,LM-6 R,Biology,https://neurobiologia.cdl.unipv.it/it
Neuroscience,University of Palermo,Public,Masters,2,EN,LM-6 R,Biology,https://www.unipa.it/dipartimenti/bi.n.d./cds/neuroscience2264
NEUROSCIENCE,University of PISA,Public,Masters,2,EN,LM-6 R,Biology,https://www.biologia.unipi.it/wnc-lm.html
Neuroscience,University of Trieste,Public,Masters,2,EN,LM-6 R,Biology,https://degree.units.it/2-neurosciences
NEUROSCIENCES,University of L'Aquila,Public,Masters,2,EN,LM-6 R,Biology,https://mesva.univaq.it/?q=node/23419
NUCLEAR ENGINEERING,University of PISA,Public,Masters,2,EN,LM-30 R,Energy and Nuclear Engineering,http://nucleare.ing.unipi.it/it/
Nuclear Engineering,Polytechnic University of Milan,Public,Masters,2,EN,LM-30 R,Energy and Nuclear Engineering,https://www.ingnucleare.polimi.it/
Offshore Engineering for Energy Transition,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-22 R,Chemical Engineering,http://corsi.unibo.it/2Cycle/OffshoreEngineering
OPTOMETRY AND VISION SCIENCE,University of Milan-Bicocca,Public,Masters,2,EN,LM-17 R,Physics,https://elearning.unimib.it/course/index.php?categoryid=2599
PHARMACEUTICAL BIOTECHNOLOGIES,University of Padua,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/medicina-e-chirurgia?tipo=LM&scuola=ME&ordinamento=2025&key=ME2942&cg=farmacia
Pharmaceutical Biotechnology,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://corsi.unibo.it/2cycle/PharmaceuticalBiotechnology
"Philosophical Knowledge: Foundations, Methods, Applications",University of Bergamo,Public,Masters,2,EN,LM-78 R,Philosophical sciences,https://ls-pfma.unibg.it/en
Photochemistry and molecular materials,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-54 R,Chemical Sciences,https://corsi.unibo.it/2cycle/Photochemistry
Physics,University of Catania,Public,Masters,2,EN,LM-17 R,Physics,http://www.dfa.unict.it/corsi/LM-17
Physics,University of Padua,Public,Masters,2,EN,LM-17 R,Physics,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC2994&cg=scienze
Physics,University of Bari Aldo Moro,Public,Masters,2,EN,LM-17 R,Physics,https://www.uniba.it/it/ricerca/dipartimenti/fisica/didattica/corsi-di-laurea/physics-eng/physics
Physics,University of Calabria,Public,Masters,2,EN,LM-17 R,Physics,https://corsi.unical.it/lm/physics/
Physics,"University of Rome ""La Sapienza""",Public,Masters,2,EN,LM-17 R,Physics,https://corsidilaurea.uniroma1.it/it/course/33602
Physics,University of Ferrara,Public,Masters,2,EN,LM-17 R,Physics,https://corsi.unife.it/en/lm-physics
Physics,"University of Campania ""Luigi Vanvitelli""",Public,Masters,2,EN,LM-17 R,Physics,https://www.matfis.unicampania.it/didattica/corsi-di-studio/corso-di-laurea-magistrale-in-physics
PHYSICS,University of Modena and Reggio Emilia,Public,Masters,2,EN,LM-17 R,Physics,http://www.fim.unimore.it/site/home/didattica/corsi-di-studio-in-fisica/laurea-magistrale.html
Physics of Data,University of Padua,Public,Masters,2,EN,LM-17 R,Physics,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC2995&cg=scienze
Planetary Sciences,"University of Chieti-Pescara ""G. d'Annunzio""",Public,Masters,2,EN,LM-74 R,Geological sciences and technologies,https://www.ingeo.unich.it/home-pslm74-18398
Planning and Management of Tourism Systems,University of Bergamo,Public,Masters,2,EN,LM-49 R,Planning and management of tourism systems,https://ls-pmts.unibg.it/en
Plant Biotechnology for Food and Global Health,University of TUSCIA,Public,Masters,2,EN,LM-7 R,Agricultural biotechnology,http://www.unitus.it/it/dipartimento/dafne/plant-biotechnology-for-food-and-global-health/articolo/presentazione58
Plant Science,University of Milan,Public,Masters,2,EN,LM-6 R,Biology,https://plantscience.cdl.unimi.it/en
Political science – integration and governance,University of Trieste,Public,Masters,2,EN,LM-62 R,Political Sciences,
"Politics, Philosophy and Public Affairs",University of Milan,Public,Masters,2,EN,LM-62 R,Political Sciences,https://pppa.cdl.unimi.it/en
Precise and sustainable agriculture,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-69 R,Agricultural sciences and technologies,https://corsi.unibo.it/2cycle/PreciseSustainableAgriculture
Precision Livestock Farming,University of Naples Federico II,Public,Masters,2,EN,LM-86 R,Zootechnical sciences and animal technologies,https://www.mvpa-unina.org/corsi/Livestock.xhtml
Product and Service Design,"University of Rome ""La Sapienza""",Public,Masters,2,EN,LM-12 R,Design,https://corsidilaurea.uniroma1.it/it/course/33433
Product Service System Design,Polytechnic University of Milan,Public,Masters,2,EN,LM-12 R,Design,http://www.pssd.polimi.it
Psychology of well-being and performance,"University of Chieti-Pescara ""G. d'Annunzio""",Public,Masters,2,EN,LM-51 R,Psychology,https://www.unich.it/didattica/iscrizioni
Psychology of wellbeing and social inclusivity,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-51 R,Psychology,https://corsi.unibo.it/2cycle/PsychologyWellbeingInclusivity
"Psychology, Neuroscience and Human Sciences",University of Pavia,Public,Masters,2,EN,LM-51 R,Psychology,https://psychology.cdl.unipv.it/
Public and Cultural Diplomacy,University of Siena,Public,Masters,2,EN,LM-81 R,Sciences for Development Cooperation,https://public-cultural-diplomacy.unisi.it
Public and Health Economics,University of Molise,Public,Masters,2,EN,LM-56 R,Economic Sciences,https://www3.unimol.it/dipartimenti/economia/corso/public_and_health_economics_home
Quantitative and Computational Biosciences,University of Padua,Public,Masters,2,EN,LM-6 R,Biology,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/school-of-science?tipo=LM&scuola=SC&ordinamento=2024&key=SC2804&cg=scienze
Quantitative biology,University of Milan,Public,Masters,2,EN,LM-8 R,Industrial biotechnology,https://qbio.cdl.unimi.it/en
Quantitative Finance,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-16 R,Finance,http://corsi.unibo.it/Qfinance
QUANTITATIVE FINANCE AND DATA SCIENCE FOR ECONOMICS,University of Perugia,Public,Masters,2,EN,LM-16 R,Finance,http://www.unipg.it/perm/offerta-formativa/2025/corso/8639
QUANTITATIVE FINANCE AND INSURANCE,University of Turin,Public,Masters,2,EN,LM-83 R,Actuarial and Financial Statistical Sciences,https://www.finance-insurance.unito.it/do/home.pl
Quantum Engineering,Polytechnic University of Turin,Public,Masters,2,EN,LM-29,Electronic Engineering,https://www.polito.it/corsi/32-576
Quantum Science and Engineering,University of Naples Federico II,Public,Masters,2,EN,LM-44 R,Mathematical-physical modeling for engineering,http://www.fisica.unina.it
Reproductive Biotechnologies,University of Teramo,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://www.unite.it/UniTE/Didattica/Corsi_di_studio/Reproductive_Biotechnologies_LM9
Resource economics and sustainable development,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-56 R,Economic Sciences,http://corsi.unibo.it/2cycle/ResourceEconomicsSustainableDevelopment
Robotics Engineering,University of Genoa,Public,Masters,2,EN,LM-32,Computer Engineering,https://corsi.unige.it/en/corsi/11963
Safe Transport and Logistics Engineering,University of Genoa,Public,Masters,2,EN,LM-26 R,Safety Engineering,https://corsi.unige.it/en/corsi/11920
Safety Assessment of Xenobiotics and Biotechnological Products,University of Milan,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://safetyassessment.cdl.unimi.it/en
Science and Technologies for Agriculture and Mountain Areas,University of TUSCIA,Public,Masters,2,EN,LM-69 R,Agricultural sciences and technologies,https://www.unitus.it/corsi/corsi-di-laurea-magistrale/science-and-technologies-for-agriculture-and-mountain-areas/
Science and Technology of Bio and Nanomaterials,Ca' Foscari University of Venice,Public,Masters,2,EN,LM Sc. Mat.,Materials Sciences,http://www.unive.it/cdl/cm14
Science for the Conservation-Restoration of Cultural Heritage,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-11 R,Sciences for the conservation of cultural heritage,http://corsi.unibo.it/scienceforconservation
Science of climate,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-17 R,Physics,https://corsi.unibo.it/2cycle/ClimateScience
"Medical, veterinary and forensic biotechnological sciences",University of Perugia,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",http://www.unipg.it/perm/offerta-formativa/2025/corso/8231
Security and human rights,University of TUSCIA,Public,Masters,2,EN,LM-90 R,European Studies,http://www.unitus.it/it/dipartimento/distu/corso-di-laurea-magistrale-in-security-and-human-rights-lm-90-/articolo/presentazione-corso
Service Management,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-77 R,Business and Economics,https://corsi.unibo.it/2cycle/ServiceManagement/index.html
"Security, Intelligence and Strategic Studies",University of Trento,Public,Masters,2,EN,LM-52 R,International Relations,https://corsi.unitn.it/en/security-intelligence-and-strategic-studies
Small Business Management in International Markets,University of Ferrara,Public,Masters,2,EN,LM-77 R,Business and Economics,https://corsi.unife.it/en/lm-small-business
Smart Industry Engineering,University of Salerno,Public,Masters,2,EN,LM-33,Mechanical Engineering,https://corsi.unisa.it/smart-industry-engineering
Social sciences and digital data,University of Padua,Public,Masters,2,EN,LM-88 R,Sociology and social research,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze-umane-sociali-e-del-patrimonio-culturale?tipo=LM&scuola=SU&ordinamento=2025&key=SU3050&cg=sociologia
SOCIOLOGY AND SOCIAL RESEARCH,University of Trento,Public,Masters,2,EN,LM-88 R,Sociology and social research,https://corsi.unitn.it/en/sociology-and-social-research
Software: Science and Technology,University of Florence,Public,Masters,2,EN,LM-18,Informatics,https://www.sst.unifi.it
Space and astronautical engineering,"University of Rome ""La Sapienza""",Public,Masters,2,EN,LM-20 R,Aerospace and Astronautical Engineering,https://corsidilaurea.uniroma1.it/it/course/33484
Space Engineering,Polytechnic University of Milan,Public,Masters,2,EN,LM-20 R,Aerospace and Astronautical Engineering,https://ccs-aerospaziale.polimi.it/corso-di-laurea-magistrale-in-ingegneria-spaziale/
Spatial Planning,University of Palermo,Public,Masters,2,EN,LM-48 R,"Urban, territorial and environmental planning",https://www.unipa.it/dipartimenti/architettura/?pagina=cds
Specialized translation,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-94 R,Specialized translation and interpreting,http://corsi.unibo.it/2cycle/SpecializedTranslation
Sport and Health Promotion,"University of Rome ""Tor Vergata""",Public,Masters,2,EN,LM-68 R,Sports Sciences and Techniques,http://www.pahp.med.uniroma2.it
Statistical Methods and Applications,"University of Rome ""La Sapienza""",Public,Masters,2,EN,LM-82 R,Statistical Sciences,https://corsidilaurea.uniroma1.it/it/course/33517
Statistical Sciences,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-82 R,Statistical Sciences,http://corsi.unibo.it/2Cycle/StatisticalSciences
STOCHASTICS AND DATA SCIENCE,University of Turin,Public,Masters,2,EN,LM-40 R,Mathematics,http://www.master-sds.unito.it
International Studies,University of Rome Three,Public,Masters,2,EN,LM-52 R,International Relations,https://scienzepolitiche.uniroma3.it/corsi/dipartimento-di-scienze-politiche/lm/2020-2021/international-studies-0580707305300003/
International Security Studies,University of Trento,Public,Masters,2,EN,LM-52 R,International Relations,https://corsi.unitn.it/en/international-security-studies
Sustainable agriculture,University of Padua,Public,Masters,2,EN,LM-69 R,Agricultural sciences and technologies,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/agraria-e-medicina-veterinaria?tipo=LM&scuola=AV&ordinamento=2025&key=AV2881&cg=scienze-agrarie-forestali-e-al
Sustainable and Resilient Pavement Engineering,University of Palermo,Public,Masters,2,EN,LM-23 R,Civil Engineering,http://surpave.eu
Sustainable Architecture and Landscape Design,Polytechnic University of Milan,Public,Masters,2,EN,LM-4 R,Architecture and civil engineering-architecture,https://www.polo-piacenza.polimi.it/
Sustainable chemistry and technologies for circular economy,University of Padua,Public,Masters,2,EN,LM-71 R,Industrial Chemistry Sciences and Technologies,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3009&cg=scienze
Sustainable food systems,University of Naples Federico II,Public,Masters,2,EN,LM-70 R,Food Science and Technology,https://www.agraria.unina.it/lauree-magistrali/sustainable-food-systems
Sustainable industrial chemistry,University of Milan,Public,Masters,2,EN,LM-71 R,Industrial Chemistry Sciences and Technologies,https://sic.cdl.unimi.it/en
Sustainable Industrial Engineering,University of Modena and Reggio Emilia,Public,Masters,2,EN,LM-33,Mechanical Engineering,https://www.ingmo.unimore.it/it/didattica/corsi-di-laurea-magistrale-informazioni-generali/sustainable-industrial-engineering-sede
Sustainable Industrial Pharmaceutical Biotechnology,University of Siena,Public,Masters,2,EN,LM-8 R,Industrial biotechnology,https://sustainable-biotechnology.unisi.it/en
Sustainable natural resource management,University of Milan,Public,Masters,2,EN,LM-73 R,Forestry and environmental sciences and technologies,https://snrm.cdl.unimi.it/en
Sustainable polymer and process chemistry,University of Genoa,Public,Masters,2,EN,LM-71 R,Industrial Chemistry Sciences and Technologies,https://corsi.unige.it/en/corsi/11950
"Sustainable Territorial Development – Climate Change, diversity, cooperation",University of Padua,Public,Masters,2,EN,LM-81 R,Sciences for Development Cooperation,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2941&cg=scienze
"Techniques, Heritage, Industrial Landscapes",University of Padua,Public,Masters,2,EN,LM-84 R,Historical sciences,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze-umane-sociali-e-del-patrimonio-culturale?ordinamento=2025&key=SU3043&tipo=LM&scuola=SU
Digital Heritage,University of Salento,Public,Masters,2,EN,LM-43 R,Computer Methodologies for the Humanities,
Telecommunication Engineering,Polytechnic University of Milan,Public,Masters,2,EN,LM-27,Telecommunications Engineering,https://www.ccstlc.polimi.it/
Telecommunication Engineering,"University of Rome ""La Sapienza""",Public,Masters,2,EN,LM-27,Telecommunications Engineering,https://corsidilaurea.uniroma1.it/it/course/33510
"Telecommunication Engineering: Smart Sensing, Computing and Networking",University of Calabria,Public,Masters,2,EN,LM-27,Telecommunications Engineering,https://www.unical.it/storage/cds/18744/
Telecommunications and Internet Technologies Engineering,Polytechnic University of Bari,Public,Masters,2,EN,LM-27,Telecommunications Engineering,https://poliba.coursecatalogue.cineca.it/corsi/2025/10267
Telecommunications Engineering,University of Cassino and Southern Lazio,Public,Masters,2,EN,LM-27,Telecommunications Engineering,https://www.unicas.it/telecommunications-engineering
Telecommunications Engineering: Advanced Technologies and Services,University of L'Aquila,Public,Masters,2,EN,LM-27,Telecommunications Engineering,https://www.disim.univaq.it/degree.php?section=single-0A01&degree_id=7
"The Ancient Mediterranean World. History, Archaeology and Art",University of Pavia,Public,Masters,2,EN,LM-2 R,Archeology,https://ancientmediterraneanworld.cdl.unipv.it/en
Tourism Economics and Management,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-56 R,Economic Sciences,http://corsi.unibo.it/2Cycle/team
Tourism Management and Sustainability,Ca' Foscari University of Venice,Public,Masters,2,EN,LM-49 R,Planning and management of tourism systems,http://www.unive.it/cdl/emr9
Tourism systems and hospitality management,University of Palermo,Public,Masters,2,EN,LM-49 R,Planning and management of tourism systems,http://www.unipa.it/dipartimenti/seas/cds/tourismsystemsandhospitalitymanagement2205
Transport Systems Engineering,"University of Rome ""La Sapienza""",Public,Masters,2,EN,LM-23 R,Civil Engineering,https://corsidilaurea.uniroma1.it/it/course/33488
TRANSPORTATION ENGINEERING AND MOBILITY,University of Naples Federico II,Public,Masters,2,EN,LM-23 R,Civil Engineering,https://transpeng.unina.it
Tropical and Subtropical Agriculture,University of Florence,Public,Masters,2,EN,LM-69 R,Agricultural sciences and technologies,http://www.tropicalagriculture.unifi.it
Urban Planning and Policy Design,Polytechnic University of Milan,Public,Masters,2,EN,LM-48 R,"Urban, territorial and environmental planning",http://www.uppd.polimi.it
Valorization and Sustainable Development of Mountain Areas,University of Milan,Public,Masters,2,EN,LM-73 R,Forestry and environmental sciences and technologies,https://mountainside.cdl.unimi.it/en
"Viticulture, enology and wine marketing",University of Verona,Public,Masters,2,EN,LM-69 R,Agricultural sciences and technologies,https://www.corsi.univr.it/?ent=cs&id=1362
Volcanology,University of Naples Federico II,Public,Masters,2,EN,LM-74 R,Geological sciences and technologies,http://www.distar.unina.it/it/
Water and geological risk engineering,University of Padua,Public,Masters,2,EN,LM-35 R,Environmental and Territorial Engineering,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2935&cg=ingegneria
"Wildlife Management, Conservation, and Control",University of Sassari,Public,Masters,2,EN,LM-86 R,Zootechnical sciences and animal technologies,https://www.veterinaria.uniss.it/en/didactics/masters-degree-wildlife-management-conservation-and-control-wmcc
"Work, organizational and personnel psychology",Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-51 R,Psychology,https://corsi.unibo.it/2cycle/OrganizationalPsychology
World Politics and International Relations,University of Pavia,Public,Masters,2,EN,LM-62 R,Political Sciences,https://wpir.cdl.unipv.it
Yacht Design,University of Genoa,Public,Masters,2,EN,LM-34,Naval engineering,https://corsi.unige.it/en/corsi/11958
BA in Politics: Philosophy and Economics,LUISS Guido Carli,Private,Bachelors,3,EN,,Business,
Bachelors in Business Administration,LUISS Guido Carli,Private,Bachelors,3,EN,,Business,
Bachelors in Economics and Business,LUISS Guido Carli,Private,Bachelors,3,EN,,"Management, Finance",
Bachelors in Global Law,LUISS Guido Carli,Private,Bachelors,3,EN,,Global Law and Business,
Bachelors in Management and Artificial Intelligence,LUISS Guido Carli,Private,Bachelors,3,EN,,"Management, Technologies",
Masters in Data Science and Management,LUISS Guido Carli,Private,Masters,2,EN,,"Management, Technologies",
Masters in Finance,LUISS Guido Carli,Private,Masters,2,EN,,Finance,
Masters in Global Management and Politics,LUISS Guido Carli,Private,Masters,2,EN,,"Management, Politics",
Masters in International Relations,LUISS Guido Carli,Private,Masters,2,EN,,"Security , Mediterranean Governance , Diplomacy",
Masters in Management,LUISS Guido Carli,Private,Masters,2,EN,,"Entrepreneurship and Innovation , International Management ,Luxury, Fashion and Made in Italy",
Masters in Strategic Management,LUISS Guido Carli,Private,Masters,2,EN,,"Business Model Innovation, Emerging and Clean Technologies, Circular Economy & SDGs Transformations",
MSc in Marketing,LUISS Guido Carli,Private,Masters,2,EN,,"Market Relationship & Customer Engagement , Marketing Analytics & Metrics",
International MBA (E-Learning),Guglielmo Marconi University,Private,Masters,1,EN,,Business,
Master in Digital Marketing (E-Learning),Guglielmo Marconi University,Private,Masters,1,EN,,Digital Marketing,
"Master in Educational Leadership, Management and Emerging Technologies (E-Learning)",Guglielmo Marconi University,Private,Masters,1,EN,,"Management, Technologies",
Master in Export Management and International Trade (E-Learning),Guglielmo Marconi University,Private,Masters,1,EN,,Management,
Master in Fashion & Luxury MBA (E-Learning),Guglielmo Marconi University,Private,Masters,1,EN,,Fashion,
Master in Fashion Management and Design (E-Learning),Guglielmo Marconi University,Private,Masters,1,EN,,Fashion,
Master in Human Resources Management (E-Learning),Guglielmo Marconi University,Private,Masters,1,EN,,Management,
Master in Interior Design (E-Learning),Guglielmo Marconi University,Private,Masters,1,EN,,Design,
Master in Risk Management (E-Learning),Guglielmo Marconi University,Private,Masters,1,EN,,Management,
BA (Hons) in Fashion Design and Accessories (womenswear / menswear) (Firenze),Marangoni Institute,Private,Bachelors,3,EN,,Fashion,
BA (Hons) in Fashion Design and Accessories (womenswear /menswear ) (Milano),Marangoni Institute,Private,Bachelors,3,EN,,Fashion,
BA (Hons) in Fashion Product (Firenze),Marangoni Institute,Private,Bachelors,3,EN,,Fashion,
BA (Hons) in Fashion Product (Milano),Marangoni Institute,Private,Bachelors,3,EN,,Fashion,
BA (Hons) in Fashion Styling & Creative Direction (Firenze),Marangoni Institute,Private,Bachelors,3,EN,,Fashion,
BA (Hons) in Fashion Styling & Creative Direction (Milano),Marangoni Institute,Private,Bachelors,3,EN,,Fashion,
BA (Hons) in Fragrances & Cosmetics Product and Communication,Marangoni Institute,Private,Bachelors,3,EN,,"Comstics, Fragrances",
BA (Hons) in Interior Design/ Interiors (Milano),Marangoni Institute,Private,Bachelors,3,EN,,Design,
BA (Hons) in Multimedia Arts (Firenze),Marangoni Institute,Private,Bachelors,3,EN,,Multimedia Arts,
BA (Hons) in Product Design/ Design for Products (Milano),Marangoni Institute,Private,Bachelors,3,EN,,Product Design,
BA (Hons) in Visual Design (Milano),Marangoni Institute,Private,Bachelors,3,EN,,Visual Design,
Bachelor in Arts Curating (Firenze),Marangoni Institute,Private,Bachelors,3,EN,,Arts,
Bachelor in Fashion Business & Digital Marketing Intensive,Marangoni Institute,Private,Bachelors,1,EN,,Fashion,
Bachelor in Fashion Design Intensive,Marangoni Institute,Private,Bachelors,1,EN,,Fashion,
Bachelor in Fashion Management & Brand Strategies (Firenze),Marangoni Institute,Private,Bachelors,3,EN,,Fashion,
Bachelor in Fashion Management & Brand Strategies (Milano),Marangoni Institute,Private,Bachelors,3,EN,,Fashion,
"Bachelor in Fashion Management, Digital Communication & Media (Firenze)",Marangoni Institute,Private,Bachelors,3,EN,,Fashion,
"Bachelor in Fashion Management, Digital Communication & Media (Milano)",Marangoni Institute,Private,Bachelors,3,EN,,Fashion,
Bachelor in Fashion Styling & Multimedia Intensive,Marangoni Institute,Private,Bachelors,1,EN,,Fashion,
Bachelor in Interior Design Intensive,Marangoni Institute,Private,Bachelors,1,EN,,Design,
Bachelor in Shoes and Accessories Design Intensive,Marangoni Institute,Private,Bachelors,1,EN,,Design,
Fashion Design: From Inspiration to Creation - 3 Week Course,Marangoni Institute,Private,Short-term/Summer Programs,0,EN,,,
Master in Art Management (Firenze),Marangoni Institute,Private,Masters,9 Months,EN,,Arts,
Master in Communication Design (Milano),Marangoni Institute,Private,Masters,2,EN,,Communication Design,
Master in Contemporary Interior Design/ Interior Design (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Design,
Master in Creative Digital Media (Firenze),Marangoni Institute,Private,Masters,9 Months,EN,,Digital Media,
Master in Curating Art & Fashion (Firenze),Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
Master in Design for Gaming & Virtual Reality (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,"Gaming, Virtual Reality",
Master in Design Management & Strategic Innovation (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,"Management, Strategic Innovation",
Master in Digital Art Direction (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Digital Art,
Master in Digital Design for Immersive Experiences (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Digital Design,
Master in Fashion & Luxury Brand Management (Firenze),Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
Master in Fashion & Luxury Brand Management (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
Master in Fashion Buying & Merchandising (Firenze),Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
Master in Fashion Buying & Merchandising (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
Master in Fashion Design & Innovation (Milano),Marangoni Institute,Private,Masters,2,EN,,Fashion,
Master in Fashion Design (Womenswear / Menswear / Kidswear) (Firenze),Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
Master in Fashion Design (Womenswear / Menswear) (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
Master in Fashion Luxury & Brand Management for Hospitality (Milano),Marangoni Institute,Private,Masters,9 Months,EN,,Fashion,
